STATE,COUNTY,STNAME,CTYNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2019
21,121,Kentucky,Knox County,31883,31888,31145
21,123,Kentucky,Larue County,14193,14181,14398
21,125,Kentucky,Laurel County,58849,58849,60813
21,127,Kentucky,Lawrence County,15860,15859,15317
21,129,Kentucky,Lee County,7887,7887,7403
21,131,Kentucky,Leslie County,11310,11310,9877
21,133,Kentucky,Letcher County,24519,24511,21553
21,135,Kentucky,Lewis County,13870,13883,13275
21,137,Kentucky,Lincoln County,24742,24736,24549
21,139,Kentucky,Livingston County,9519,9519,9194
21,141,Kentucky,Logan County,26835,26832,27102
21,143,Kentucky,Lyon County,8314,8319,8210
21,145,Kentucky,McCracken County,65565,65539,65418
21,147,Kentucky,McCreary County,18306,18306,17231
21,149,Kentucky,McLean County,9531,9540,9207
21,151,Kentucky,Madison County,82916,82913,92987
21,153,Kentucky,Magoffin County,13333,13333,12161
21,155,Kentucky,Marion County,19820,19835,19273
21,157,Kentucky,Marshall County,31448,31448,31100
21,159,Kentucky,Martin County,12929,12929,11195
21,161,Kentucky,Mason County,17490,17490,17070
21,163,Kentucky,Meade County,28602,28613,28572
21,165,Kentucky,Menifee County,6306,6309,6489
21,167,Kentucky,Mercer County,21331,21311,21933
21,169,Kentucky,Metcalfe County,10099,10116,10071
21,171,Kentucky,Monroe County,10963,10963,10650
21,173,Kentucky,Montgomery County,26499,26507,28157
21,175,Kentucky,Morgan County,13923,13921,13309
21,177,Kentucky,Muhlenberg County,31499,31499,30622
21,179,Kentucky,Nelson County,43437,43441,46233
21,181,Kentucky,Nicholas County,7135,7129,7269
21,183,Kentucky,Ohio County,23842,23854,23994
21,185,Kentucky,Oldham County,60316,60356,66799
21,187,Kentucky,Owen County,10841,10837,10901
21,189,Kentucky,Owsley County,4755,4755,4415
21,191,Kentucky,Pendleton County,14877,14874,14590
21,193,Kentucky,Perry County,28712,28697,25758
21,195,Kentucky,Pike County,65024,65029,57876
21,197,Kentucky,Powell County,12613,12613,12359
21,199,Kentucky,Pulaski County,63063,63061,64979
21,201,Kentucky,Robertson County,2282,2282,2108
21,203,Kentucky,Rockcastle County,17056,17056,16695
21,205,Kentucky,Rowan County,23333,23336,24460
21,207,Kentucky,Russell County,17565,17565,17923
21,209,Kentucky,Scott County,47173,47096,57004
21,211,Kentucky,Shelby County,42074,41971,49024
21,213,Kentucky,Simpson County,17327,17329,18572
21,215,Kentucky,Spencer County,17061,17142,19351
21,217,Kentucky,Taylor County,24512,24511,25769
21,219,Kentucky,Todd County,12460,12463,12294
21,221,Kentucky,Trigg County,14339,14327,14651
21,223,Kentucky,Trimble County,8809,8809,8471
21,225,Kentucky,Union County,15007,15007,14381
21,227,Kentucky,Warren County,113792,113781,132896
21,229,Kentucky,Washington County,11717,11713,12095
21,231,Kentucky,Wayne County,20813,20813,20333
21,233,Kentucky,Webster County,13621,13621,12942
21,235,Kentucky,Whitley County,35637,35633,36264
21,237,Kentucky,Wolfe County,7355,7355,7157
21,239,Kentucky,Woodford County,24939,24946,26734
22,0,Louisiana,Louisiana,4533372,4533487,4648794
22,1,Louisiana,Acadia Parish,61773,61787,62045
22,3,Louisiana,Allen Parish,25764,25747,25627
22,5,Louisiana,Ascension Parish,107215,107215,126604
22,7,Louisiana,Assumption Parish,23421,23416,21891
22,9,Louisiana,Avoyelles Parish,42073,42071,40144
22,11,Louisiana,Beauregard Parish,35654,35651,37497
22,13,Louisiana,Bienville Parish,14353,14353,13241
22,15,Louisiana,Bossier Parish,116979,117036,127039
22,17,Louisiana,Caddo Parish,254969,254914,240204
22,19,Louisiana,Calcasieu Parish,192768,192772,203436
22,21,Louisiana,Caldwell Parish,10132,10126,9918
22,23,Louisiana,Cameron Parish,6839,6868,6973
22,25,Louisiana,Catahoula Parish,10407,10407,9494
22,27,Louisiana,Claiborne Parish,17195,17195,15670
22,29,Louisiana,Concordia Parish,20822,20822,19259
22,31,Louisiana,De Soto Parish,26656,26656,27463
22,33,Louisiana,East Baton Rouge Parish,440171,440525,440059
22,35,Louisiana,East Carroll Parish,7759,7759,6861
22,37,Louisiana,East Feliciana Parish,20267,20260,19135
22,39,Louisiana,Evangeline Parish,33984,33988,33395
22,41,Louisiana,Franklin Parish,20767,20767,20015
22,43,Louisiana,Grant Parish,22309,22309,22389
22,45,Louisiana,Iberia Parish,73240,73087,69830
22,47,Louisiana,Iberville Parish,33387,33404,32511
22,49,Louisiana,Jackson Parish,16274,16272,15744
22,51,Louisiana,Jefferson Parish,432552,432576,432493
22,53,Louisiana,Jefferson Davis Parish,31594,31592,31368
22,55,Louisiana,Lafayette Parish,221578,221778,244390
22,57,Louisiana,Lafourche Parish,96318,96642,97614
22,59,Louisiana,LaSalle Parish,14890,14890,14892
22,61,Louisiana,Lincoln Parish,46735,46740,46742
22,63,Louisiana,Livingston Parish,128026,127674,140789
22,65,Louisiana,Madison Parish,12093,12101,10951
22,67,Louisiana,Morehouse Parish,27979,27979,24874
22,69,Louisiana,Natchitoches Parish,39566,39569,38158
22,71,Louisiana,Orleans Parish,343829,343828,390144
22,73,Louisiana,Ouachita Parish,153720,153734,153279
22,75,Louisiana,Plaquemines Parish,23042,23035,23197
22,77,Louisiana,Pointe Coupee Parish,22802,22808,21730
22,79,Louisiana,Rapides Parish,131613,131609,129648
22,81,Louisiana,Red River Parish,9091,9091,8442
22,83,Louisiana,Richland Parish,20725,20722,20122
22,85,Louisiana,Sabine Parish,24233,24226,23884
22,87,Louisiana,St. Bernard Parish,35897,35897,47244
22,89,Louisiana,St. Charles Parish,52780,52888,53100
22,91,Louisiana,St. Helena Parish,11203,11205,10132
22,93,Louisiana,St. James Parish,22102,22101,21096
22,95,Louisiana,St. John the Baptist Parish,45924,45810,42837
22,97,Louisiana,St. Landry Parish,83384,83390,82124
22,99,Louisiana,St. Martin Parish,52160,52122,53431
22,101,Louisiana,St. Mary Parish,54650,54647,49348
22,103,Louisiana,St. Tammany Parish,233740,233756,260419
22,105,Louisiana,Tangipahoa Parish,121097,121109,134758
22,107,Louisiana,Tensas Parish,5252,5250,4334
22,109,Louisiana,Terrebonne Parish,111860,111543,110461
22,111,Louisiana,Union Parish,22721,22774,22108
22,113,Louisiana,Vermilion Parish,57999,57959,59511
22,115,Louisiana,Vernon Parish,52334,52361,47429
22,117,Louisiana,Washington Parish,47168,47140,46194
22,119,Louisiana,Webster Parish,41207,41207,38340
22,121,Louisiana,West Baton Rouge Parish,23788,23785,26465
22,123,Louisiana,West Carroll Parish,11604,11604,10830
22,125,Louisiana,West Feliciana Parish,15625,15625,15568
22,127,Louisiana,Winn Parish,15313,15313,13904
23,0,Maine,Maine,1328361,1328358,1344212
23,1,Maine,Androscoggin County,107702,107709,108277
23,3,Maine,Aroostook County,71870,71873,67055
23,5,Maine,Cumberland County,281674,281690,295003
23,7,Maine,Franklin County,30768,30767,30199
23,9,Maine,Hancock County,54418,54408,54987
23,11,Maine,Kennebec County,122151,122154,122302
23,13,Maine,Knox County,39736,39734,39772
23,15,Maine,Lincoln County,34457,34445,34634
23,17,Maine,Oxford County,57833,57830,57975
23,19,Maine,Penobscot County,153923,153931,152148
23,21,Maine,Piscataquis County,17535,17535,16785
23,23,Maine,Sagadahoc County,35293,35287,35856
23,25,Maine,Somerset County,52228,52222,50484
23,27,Maine,Waldo County,38786,38787,39715
23,29,Maine,Washington County,32856,32855,31379
23,31,Maine,York County,197131,197131,207641
24,0,Maryland,Maryland,5773552,5773794,6045680
24,1,Maryland,Allegany County,75087,75047,70416
24,3,Maryland,Anne Arundel County,537656,537631,579234
24,5,Maryland,Baltimore County,805029,805324,827370
24,9,Maryland,Calvert County,88737,88739,92525
24,11,Maryland,Caroline County,33066,33078,33406
24,13,Maryland,Carroll County,167134,167141,168447
24,15,Maryland,Cecil County,101108,101102,102855
24,17,Maryland,Charles County,146551,146564,163257
24,19,Maryland,Dorchester County,32618,32623,31929
24,21,Maryland,Frederick County,233385,233403,259547
24,23,Maryland,Garrett County,30097,30139,29014
24,25,Maryland,Harford County,244826,244824,255441
24,27,Maryland,Howard County,287085,287123,325690
24,29,Maryland,Kent County,20197,20195,19422
24,31,Maryland,Montgomery County,971777,971284,1050688
24,33,Maryland,Prince George's County,863420,864029,909327
24,35,Maryland,Queen Anne's County,47798,47785,50381
24,37,Maryland,St. Mary's County,105151,105144,113510
24,39,Maryland,Somerset County,26470,26470,25616
24,41,Maryland,Talbot County,37782,37781,37181
24,43,Maryland,Washington County,147430,147417,151049
24,45,Maryland,Wicomico County,98733,98733,103609
24,47,Maryland,Worcester County,51454,51448,52276
24,510,Maryland,Baltimore city,620961,620770,593490
25,0,Massachusetts,Massachusetts,6547629,6547785,6892503
25,1,Massachusetts,Barnstable County,215888,215880,212990
25,3,Massachusetts,Berkshire County,131219,131274,124944
25,5,Massachusetts,Bristol County,548285,548242,565217
25,7,Massachusetts,Dukes County,16535,16535,17332
25,9,Massachusetts,Essex County,743159,743082,789034
25,11,Massachusetts,Franklin County,71372,71381,70180
25,13,Massachusetts,Hampden County,463490,463615,466372
25,15,Massachusetts,Hampshire County,158080,158063,160830
25,17,Massachusetts,Middlesex County,1503085,1503133,1611699
25,19,Massachusetts,Nantucket County,10172,10172,11399
25,21,Massachusetts,Norfolk County,670850,670910,706775
25,23,Massachusetts,Plymouth County,494919,494932,521202
25,25,Massachusetts,Suffolk County,722023,722183,803907
25,27,Massachusetts,Worcester County,798552,798383,830622
26,0,Michigan,Michigan,9883640,9884116,9986857
26,1,Michigan,Alcona County,10942,10943,10405
26,3,Michigan,Alger County,9601,9601,9108
26,5,Michigan,Allegan County,111408,111400,118081
26,7,Michigan,Alpena County,29598,29594,28405
26,9,Michigan,Antrim County,23580,23574,23324
26,11,Michigan,Arenac County,15899,15903,14883
26,13,Michigan,Baraga County,8860,8866,8209
26,15,Michigan,Barry County,59173,59177,61550
26,17,Michigan,Bay County,107771,107773,103126
26,19,Michigan,Benzie County,17525,17526,17766
26,21,Michigan,Berrien County,156813,156808,153401
26,23,Michigan,Branch County,45248,45242,43517
26,25,Michigan,Calhoun County,136146,136150,134159
26,27,Michigan,Cass County,52293,52289,51787
26,29,Michigan,Charlevoix County,25949,25955,26143
26,31,Michigan,Cheboygan County,26152,26145,25276
26,33,Michigan,Chippewa County,38520,38672,37349
26,35,Michigan,Clare County,30926,30924,30950
26,37,Michigan,Clinton County,75382,75364,79595
26,39,Michigan,Crawford County,14074,14081,14029
26,41,Michigan,Delta County,37069,37069,35784
26,43,Michigan,Dickinson County,26168,26168,25239
26,45,Michigan,Eaton County,107759,107761,110268
26,47,Michigan,Emmet County,32694,32694,33415
26,49,Michigan,Genesee County,425790,425787,405813
26,51,Michigan,Gladwin County,25692,25698,25449
26,53,Michigan,Gogebic County,16427,16424,13975
26,55,Michigan,Grand Traverse County,86986,86983,93088
26,57,Michigan,Gratiot County,42476,42478,40711
26,59,Michigan,Hillsdale County,46688,46691,45605
26,61,Michigan,Houghton County,36628,36625,35684
26,63,Michigan,Huron County,33118,33118,30981
26,65,Michigan,Ingham County,280895,280891,292406
26,67,Michigan,Ionia County,63905,63901,64697
26,69,Michigan,Iosco County,25887,25893,25127
26,71,Michigan,Iron County,11817,11817,11066
26,73,Michigan,Isabella County,70311,70313,69872
26,75,Michigan,Jackson County,160248,160233,158510
26,77,Michigan,Kalamazoo County,250331,250327,265066
26,79,Michigan,Kalkaska County,17153,17147,18038
26,81,Michigan,Kent County,602622,602625,656955
26,83,Michigan,Keweenaw County,2156,2156,2116
26,85,Michigan,Lake County,11539,11544,11853
26,87,Michigan,Lapeer County,88319,88316,87607
26,89,Michigan,Leelanau County,21708,21711,21761
26,91,Michigan,Lenawee County,99892,99899,98451
26,93,Michigan,Livingston County,180967,180964,191995
26,95,Michigan,Luce County,6631,6631,6229
26,97,Michigan,Mackinac County,11113,11114,10799
26,99,Michigan,Macomb County,840978,841039,873972
26,101,Michigan,Manistee County,24733,24747,24558
26,103,Michigan,Marquette County,67077,67071,66699
26,105,Michigan,Mason County,28705,28689,29144
26,107,Michigan,Mecosta County,42798,42798,43453
26,109,Michigan,Menominee County,24029,24029,22780
26,111,Michigan,Midland County,83629,83621,83156
26,113,Michigan,Missaukee County,14849,14851,15118
26,115,Michigan,Monroe County,152021,152031,150500
26,117,Michigan,Montcalm County,63342,63342,63888
26,119,Michigan,Montmorency County,9765,9760,9328
26,121,Michigan,Muskegon County,172188,172194,173566
26,123,Michigan,Newaygo County,48460,48459,48980
26,125,Michigan,Oakland County,1202362,1202384,1257584
26,127,Michigan,Oceana County,26570,26570,26467
26,129,Michigan,Ogemaw County,21699,21688,20997
26,131,Michigan,Ontonagon County,6780,6780,5720
26,133,Michigan,Osceola County,23528,23526,23460
26,135,Michigan,Oscoda County,8640,8638,8241
26,137,Michigan,Otsego County,24164,24167,24668
26,139,Michigan,Ottawa County,263801,263795,291830
26,141,Michigan,Presque Isle County,13376,13380,12592
26,143,Michigan,Roscommon County,24449,24448,24019
26,145,Michigan,Saginaw County,200169,200169,190539
26,147,Michigan,St. Clair County,163040,163051,159128
26,149,Michigan,St. Joseph County,61295,61303,60964
26,151,Michigan,Sanilac County,43114,43106,41170
26,153,Michigan,Schoolcraft County,8485,8485,8094
26,155,Michigan,Shiawassee County,70648,70668,68122
26,157,Michigan,Tuscola County,55729,55722,52245
26,159,Michigan,Van Buren County,76258,76269,75677
26,161,Michigan,Washtenaw County,344791,345163,367601
26,163,Michigan,Wayne County,1820584,1820473,1749343
26,165,Michigan,Wexford County,32735,32735,33631
27,0,Minnesota,Minnesota,5303925,5303927,5639632
27,1,Minnesota,Aitkin County,16202,16192,15886
27,3,Minnesota,Anoka County,330844,330858,356921
27,5,Minnesota,Becker County,32504,32506,34423
27,7,Minnesota,Beltrami County,44442,44443,47188
27,9,Minnesota,Benton County,38451,38451,40889
27,11,Minnesota,Big Stone County,5269,5268,4991
27,13,Minnesota,Blue Earth County,64013,64013,67653
27,15,Minnesota,Brown County,25893,25893,25008
27,17,Minnesota,Carlton County,35386,35386,35871
27,19,Minnesota,Carver County,91042,91086,105089
27,21,Minnesota,Cass County,28567,28565,29779
27,23,Minnesota,Chippewa County,12441,12443,11800
27,25,Minnesota,Chisago County,53887,53890,56579
27,27,Minnesota,Clay County,58999,58999,64222
27,29,Minnesota,Clearwater County,8695,8695,8818
27,31,Minnesota,Cook County,5176,5176,5463
27,33,Minnesota,Cottonwood County,11687,11687,11196
27,35,Minnesota,Crow Wing County,62500,62512,65055
27,37,Minnesota,Dakota County,398552,398590,429021
27,39,Minnesota,Dodge County,20087,20087,20934
27,41,Minnesota,Douglas County,36009,36011,38141
27,43,Minnesota,Faribault County,14553,14553,13653
27,45,Minnesota,Fillmore County,20866,20868,21067
27,47,Minnesota,Freeborn County,31255,31254,30281
27,49,Minnesota,Goodhue County,46183,46184,46340
27,51,Minnesota,Grant County,6018,6018,5972
27,53,Minnesota,Hennepin County,1152425,1152385,1265843
27,55,Minnesota,Houston County,19027,19020,18600
27,57,Minnesota,Hubbard County,20428,20427,21491
27,59,Minnesota,Isanti County,37816,37810,40596
27,61,Minnesota,Itasca County,45058,45058,45130
27,63,Minnesota,Jackson County,10266,10266,9846
27,65,Minnesota,Kanabec County,16239,16244,16337
27,67,Minnesota,Kandiyohi County,42239,42239,43199
27,69,Minnesota,Kittson County,4552,4552,4298
27,71,Minnesota,Koochiching County,13311,13314,12229
27,73,Minnesota,Lac qui Parle County,7259,7258,6623
27,75,Minnesota,Lake County,10866,10862,10641
27,77,Minnesota,Lake of the Woods County,4045,4045,3740
27,79,Minnesota,Le Sueur County,27703,27701,28887
27,81,Minnesota,Lincoln County,5896,5895,5639
27,83,Minnesota,Lyon County,25857,25858,25474
27,85,Minnesota,McLeod County,36651,36645,35893
27,87,Minnesota,Mahnomen County,5413,5413,5527
27,89,Minnesota,Marshall County,9439,9439,9336
27,91,Minnesota,Martin County,20840,20843,19683
27,93,Minnesota,Meeker County,23300,23298,23222
27,95,Minnesota,Mille Lacs County,26097,26097,26277
27,97,Minnesota,Morrison County,33198,33198,33386
27,99,Minnesota,Mower County,39163,39167,40062
27,101,Minnesota,Murray County,8725,8725,8194
27,103,Minnesota,Nicollet County,32727,32729,34274
27,105,Minnesota,Nobles County,21378,21378,21629
27,107,Minnesota,Norman County,6852,6845,6375
27,109,Minnesota,Olmsted County,144248,144268,158293
27,111,Minnesota,Otter Tail County,57303,57301,58746
27,113,Minnesota,Pennington County,13930,13930,14119
27,115,Minnesota,Pine County,29750,29747,29579
27,117,Minnesota,Pipestone County,9596,9597,9126
27,119,Minnesota,Polk County,31600,31600,31364
27,121,Minnesota,Pope County,10995,10993,11249
27,123,Minnesota,Ramsey County,508640,508639,550321
27,125,Minnesota,Red Lake County,4089,4089,4055
27,127,Minnesota,Redwood County,16059,16058,15170
27,129,Minnesota,Renville County,15730,15728,14548
27,131,Minnesota,Rice County,64142,64143,66972
27,133,Minnesota,Rock County,9687,9686,9315
27,135,Minnesota,Roseau County,15629,15629,15165
27,137,Minnesota,St. Louis County,200226,200229,199070
27,139,Minnesota,Scott County,129928,129908,149013
27,141,Minnesota,Sherburne County,88499,88492,97238
27,143,Minnesota,Sibley County,15226,15234,14865
27,145,Minnesota,Stearns County,150642,150642,161075
27,147,Minnesota,Steele County,36576,36581,36649
27,149,Minnesota,Stevens County,9726,9722,9805
27,151,Minnesota,Swift County,9783,9781,9266
27,153,Minnesota,Todd County,24895,24895,24664
27,155,Minnesota,Traverse County,3558,3558,3259
27,157,Minnesota,Wabasha County,21676,21665,21627
27,159,Minnesota,Wadena County,13843,13843,13682
27,161,Minnesota,Waseca County,19136,19138,18612
27,163,Minnesota,Washington County,238136,238109,262440
27,165,Minnesota,Watonwan County,11211,11211,10897
27,167,Minnesota,Wilkin County,6576,6576,6207
27,169,Minnesota,Winona County,51461,51461,50484
27,171,Minnesota,Wright County,124700,124697,138377
27,173,Minnesota,Yellow Medicine County,10438,10438,9709
28,0,Mississippi,Mississippi,2967297,2968130,2976149
28,1,Mississippi,Adams County,32297,32300,30693
28,3,Mississippi,Alcorn County,37057,37062,36953
28,5,Mississippi,Amite County,13131,13136,12297
28,7,Mississippi,Attala County,19564,19562,18174
28,9,Mississippi,Benton County,8729,8728,8259
28,11,Mississippi,Bolivar County,34145,34153,30628
28,13,Mississippi,Calhoun County,14962,14957,14361
28,15,Mississippi,Carroll County,10597,10597,9947
28,17,Mississippi,Chickasaw County,17392,17392,17103
28,19,Mississippi,Choctaw County,8547,8551,8210
28,21,Mississippi,Claiborne County,9604,9597,8988
28,23,Mississippi,Clarke County,16732,16728,15541
28,25,Mississippi,Clay County,20634,20648,19316
28,27,Mississippi,Coahoma County,26151,26145,22124
28,29,Mississippi,Copiah County,29449,29448,28065
28,31,Mississippi,Covington County,19568,19573,18636
28,33,Mississippi,DeSoto County,161252,161267,184945
28,35,Mississippi,Forrest County,74934,74862,74897
28,37,Mississippi,Franklin County,8118,8118,7713
28,39,Mississippi,George County,22578,22583,24500
28,41,Mississippi,Greene County,14400,14391,13586
28,43,Mississippi,Grenada County,21906,21898,20758
28,45,Mississippi,Hancock County,43929,44023,47632
28,47,Mississippi,Harrison County,187105,187109,208080
28,49,Mississippi,Hinds County,245285,245364,231840
28,51,Mississippi,Holmes County,19198,19483,17010
28,53,Mississippi,Humphreys County,9375,9373,8064
28,55,Mississippi,Issaquena County,1406,1399,1327
28,57,Mississippi,Itawamba County,23401,23401,23390
28,59,Mississippi,Jackson County,139668,139669,143617
28,61,Mississippi,Jasper County,17062,17073,16383
28,63,Mississippi,Jefferson County,7726,7732,6990
28,65,Mississippi,Jefferson Davis County,12487,12471,11128
28,67,Mississippi,Jones County,67761,67768,68098
28,69,Mississippi,Kemper County,10456,10438,9742
28,71,Mississippi,Lafayette County,47351,47361,54019
28,73,Mississippi,Lamar County,55658,55732,63343
28,75,Mississippi,Lauderdale County,80261,80280,74125
28,77,Mississippi,Lawrence County,12929,12951,12586
28,79,Mississippi,Leake County,23805,23803,22786
28,81,Mississippi,Lee County,82910,82910,85436
28,83,Mississippi,Leflore County,32317,32382,28183
28,85,Mississippi,Lincoln County,34869,34866,34153
28,87,Mississippi,Lowndes County,59779,59779,58595
28,89,Mississippi,Madison County,95203,95203,106272
28,91,Mississippi,Marion County,27088,27080,24573
28,93,Mississippi,Marshall County,37144,37151,35294
28,95,Mississippi,Monroe County,36989,36979,35252
28,97,Mississippi,Montgomery County,10925,10933,9775
28,99,Mississippi,Neshoba County,29676,29692,29118
28,101,Mississippi,Newton County,21720,21715,21018
28,103,Mississippi,Noxubee County,11545,11546,10417
28,105,Mississippi,Oktibbeha County,47671,47657,49587
28,107,Mississippi,Panola County,34707,34698,34192
28,109,Mississippi,Pearl River County,55834,55739,55535
28,111,Mississippi,Perry County,12250,12251,11973
28,113,Mississippi,Pike County,40404,40401,39288
28,115,Mississippi,Pontotoc County,29957,29946,32174
28,117,Mississippi,Prentiss County,25276,25274,25126
28,119,Mississippi,Quitman County,8223,8222,6792
28,121,Mississippi,Rankin County,141617,142052,155271
28,123,Mississippi,Scott County,28264,28260,28124
28,125,Mississippi,Sharkey County,4916,4916,4321
28,127,Mississippi,Simpson County,27503,27500,26658
28,129,Mississippi,Smith County,16491,16488,15916
28,131,Mississippi,Stone County,17786,17790,18336
28,133,Mississippi,Sunflower County,29450,29383,25110
28,135,Mississippi,Tallahatchie County,15378,15385,13809
28,137,Mississippi,Tate County,28886,28872,28321
28,139,Mississippi,Tippah County,22232,22232,22015
28,141,Mississippi,Tishomingo County,19593,19603,19383
28,143,Mississippi,Tunica County,10778,10778,9632
28,145,Mississippi,Union County,27134,27143,28815
28,147,Mississippi,Walthall County,15443,15440,14286
28,149,Mississippi,Warren County,48773,48770,45381
28,151,Mississippi,Washington County,51137,51135,43909
28,153,Mississippi,Wayne County,20747,20747,20183
28,155,Mississippi,Webster County,10253,10264,9689
28,157,Mississippi,Wilkinson County,9878,9878,8630
28,159,Mississippi,Winston County,19198,19201,17955
28,161,Mississippi,Yalobusha County,12678,12678,12108
28,163,Mississippi,Yazoo County,28065,28065,29690
29,0,Missouri,Missouri,5988927,5988950,6137428
29,1,Missouri,Adair County,25607,25606,25343
29,3,Missouri,Andrew County,17291,17296,17712
29,5,Missouri,Atchison County,5685,5683,5143
29,7,Missouri,Audrain County,25529,25531,25388
29,9,Missouri,Barry County,35597,35601,35789
29,11,Missouri,Barton County,12402,12396,11754
29,13,Missouri,Bates County,17049,17047,16172
29,15,Missouri,Benton County,19056,19057,19443
29,17,Missouri,Bollinger County,12363,12358,12133
29,19,Missouri,Boone County,162642,162652,180463
29,21,Missouri,Buchanan County,89201,89191,87364
29,23,Missouri,Butler County,42794,42792,42478
29,25,Missouri,Caldwell County,9424,9418,9020
29,27,Missouri,Callaway County,44332,44331,44743
29,29,Missouri,Camden County,44002,44016,46305
29,31,Missouri,Cape Girardeau County,75674,75674,78871
29,33,Missouri,Carroll County,9295,9294,8679
29,35,Missouri,Carter County,6265,6267,5982
29,37,Missouri,Cass County,99478,99500,105780
29,39,Missouri,Cedar County,13982,13982,14349
29,41,Missouri,Chariton County,7831,7811,7426
29,43,Missouri,Christian County,77422,77414,88595
29,45,Missouri,Clark County,7139,7129,6797
29,47,Missouri,Clay County,221939,221906,249948
29,49,Missouri,Clinton County,20743,20743,20387
29,51,Missouri,Cole County,75990,75975,76745
29,53,Missouri,Cooper County,17601,17604,17709
29,55,Missouri,Crawford County,24696,24719,23920
29,57,Missouri,Dade County,7883,7879,7561
29,59,Missouri,Dallas County,16777,16769,16878
29,61,Missouri,Daviess County,8433,8429,8278
29,63,Missouri,DeKalb County,12892,12884,12547
29,65,Missouri,Dent County,15657,15692,15573
29,67,Missouri,Douglas County,13684,13686,13185
29,69,Missouri,Dunklin County,31953,31957,29131
29,71,Missouri,Franklin County,101492,101468,103967
29,73,Missouri,Gasconade County,15222,15206,14706
29,75,Missouri,Gentry County,6738,6740,6571
29,77,Missouri,Greene County,275174,275179,293086
29,79,Missouri,Grundy County,10261,10260,9850
29,81,Missouri,Harrison County,8957,8961,8352
29,83,Missouri,Henry County,22272,22291,21824
29,85,Missouri,Hickory County,9627,9629,9544
29,87,Missouri,Holt County,4912,4912,4403
29,89,Missouri,Howard County,10144,10142,10001
29,91,Missouri,Howell County,40400,40386,40117
29,93,Missouri,Iron County,10630,10615,10125
29,95,Missouri,Jackson County,674158,674166,703011
29,97,Missouri,Jasper County,117404,117391,121328
29,99,Missouri,Jefferson County,218733,218722,225081
29,101,Missouri,Johnson County,52595,52565,54062
29,103,Missouri,Knox County,4131,4131,3959
29,105,Missouri,Laclede County,35571,35596,35723
29,107,Missouri,Lafayette County,33381,33369,32708
29,109,Missouri,Lawrence County,38634,38647,38355
29,111,Missouri,Lewis County,10211,10209,9776
29,113,Missouri,Lincoln County,52566,52536,59013
29,115,Missouri,Linn County,12761,12773,11920
29,117,Missouri,Livingston County,15195,15196,15227
29,119,Missouri,McDonald County,23083,23083,22837
29,121,Missouri,Macon County,15566,15566,15117
29,123,Missouri,Madison County,12226,12217,12088
29,125,Missouri,Maries County,9176,9153,8697
29,127,Missouri,Marion County,28781,28781,28530
29,129,Missouri,Mercer County,3785,3785,3617
29,131,Missouri,Miller County,24748,24748,25619
29,133,Missouri,Mississippi County,14358,14376,13180
29,135,Missouri,Moniteau County,15607,15605,16132
29,137,Missouri,Monroe County,8840,8844,8644
29,139,Missouri,Montgomery County,12236,12224,11551
29,141,Missouri,Morgan County,20565,20567,20627
29,143,Missouri,New Madrid County,18956,18940,17076
29,145,Missouri,Newton County,58114,58118,58236
29,147,Missouri,Nodaway County,23370,23373,22092
29,149,Missouri,Oregon County,10881,10881,10529
29,151,Missouri,Osage County,13878,13909,13615
29,153,Missouri,Ozark County,9723,9728,9174
29,155,Missouri,Pemiscot County,18296,18287,15805
29,157,Missouri,Perry County,18971,18971,19136
29,159,Missouri,Pettis County,42201,42214,42339
29,161,Missouri,Phelps County,45156,45124,44573
29,163,Missouri,Pike County,18516,18511,18302
29,165,Missouri,Platte County,89322,89329,104418
29,167,Missouri,Polk County,31137,31130,32149
29,169,Missouri,Pulaski County,52274,52282,52607
29,171,Missouri,Putnam County,4979,4979,4696
29,173,Missouri,Ralls County,10167,10175,10309
29,175,Missouri,Randolph County,25414,25418,24748
29,177,Missouri,Ray County,23494,23516,23018
29,179,Missouri,Reynolds County,6696,6690,6270
29,181,Missouri,Ripley County,14100,14106,13288
29,183,Missouri,St. Charles County,360485,360495,402022
29,185,Missouri,St. Clair County,9805,9805,9397
29,186,Missouri,Ste. Genevieve County,18145,18147,17894
29,187,Missouri,St. Francois County,65359,65369,67215
29,189,Missouri,St. Louis County,998954,998985,994205
29,195,Missouri,Saline County,23370,23370,22761
29,197,Missouri,Schuyler County,4431,4431,4660
29,199,Missouri,Scotland County,4843,4853,4902
29,201,Missouri,Scott County,39191,39199,38280
29,203,Missouri,Shannon County,8441,8435,8166
29,205,Missouri,Shelby County,6373,6372,5930
29,207,Missouri,Stoddard County,29968,29968,29025
29,209,Missouri,Stone County,32202,32208,31952
29,211,Missouri,Sullivan County,6714,6714,6089
29,213,Missouri,Taney County,51675,51672,55928
29,215,Missouri,Texas County,26008,26016,25398
29,217,Missouri,Vernon County,21159,21163,20563
29,219,Missouri,Warren County,32513,32539,35649
29,221,Missouri,Washington County,25195,25201,24730
29,223,Missouri,Wayne County,13521,13535,12873
29,225,Missouri,Webster County,36202,36264,39592
29,227,Missouri,Worth County,2171,2169,2013
29,229,Missouri,Wright County,18815,18742,18289
29,510,Missouri,St. Louis city,319294,319289,300576
30,0,Montana,Montana,989415,989407,1068778
30,1,Montana,Beaverhead County,9246,9246,9453
